,date,open,close,high,low,volume,code
60,2018-04-03,3130.01,3136.63,3144.33,3119.13,152216674.0,sh000001
61,2018-04-04,3147.05,3131.11,3163.34,3128.87,146976682.0,sh000001
62,2018-04-09,3125.44,3138.29,3146.09,3110.3,139608621.0,sh000001
63,2018-04-10,3144.26,3190.32,3190.65,3139.08,168201359.0,sh000001
64,2018-04-11,3197.37,3208.08,3220.85,3191.59,175867197.0,sh000001
65,2018-04-12,3203.28,3180.16,3205.25,3177.05,148231313.0,sh000001
66,2018-04-13,3192.04,3159.05,3197.9,3155.51,127552310.0,sh000001
67,2018-04-16,3152.89,3110.65,3153.11,3096.1,154415695.0,sh000001
68,2018-04-17,3112.97,3066.8,3118.76,3064.03,147222846.0,sh000001
69,2018-04-18,3091.91,3091.4,3096.89,3041.62,159290503.0,sh000001
70,2018-04-19,3094.27,3117.38,3127.44,3090.29,160056805.0,sh000001
71,2018-04-20,3105.46,3071.54,3111.17,3065.92,155147091.0,sh000001
72,2018-04-23,3063.44,3068.01,3085.06,3045.94,131686340.0,sh000001
73,2018-04-24,3069.75,3128.93,3136.04,3069.75,162274806.0,sh000001
74,2018-04-25,3112.4,3117.97,3122.91,3107.0,127311053.0,sh000001
75,2018-04-26,3119.5,3075.03,3121.93,3067.93,133972736.0,sh000001
76,2018-04-27,3082.41,3082.23,3088.03,3049.91,131225643.0,sh000001
77,2018-05-02,3087.41,3081.18,3097.6,3064.76,134184566.0,sh000001
78,2018-05-03,3074.52,3100.86,3105.66,3056.16,139985620.0,sh000001
79,2018-05-04,3093.12,3091.03,3104.09,3086.78,118711265.0,sh000001
80,2018-05-07,3094.9,3136.64,3136.84,3091.66,138948186.0,sh000001
81,2018-05-08,3135.3,3161.5,3169.7,3134.06,146927061.0,sh000001
82,2018-05-09,3160.14,3159.15,3165.37,3145.66,122637268.0,sh000001
83,2018-05-10,3169.05,3174.41,3176.14,3155.53,133000756.0,sh000001
84,2018-05-11,3179.8,3163.26,3180.76,3162.21,130659749.0,sh000001
85,2018-05-14,3167.04,3174.03,3183.82,3163.48,129327353.0,sh000001
86,2018-05-15,3180.42,3192.12,3192.81,3164.52,124549051.0,sh000001
87,2018-05-16,3180.23,3169.57,3191.95,3166.81,130524968.0,sh000001
88,2018-05-17,3170.01,3154.28,3172.77,3148.62,113995567.0,sh000001
89,2018-05-18,3151.08,3193.3,3193.45,3144.78,136516918.0,sh000001
90,2018-05-21,3206.18,3213.84,3219.74,3203.34,164459413.0,sh000001
91,2018-05-22,3211.25,3214.35,3214.59,3192.23,144292684.0,sh000001
92,2018-05-23,3205.44,3168.96,3205.44,3168.96,157807648.0,sh000001
93,2018-05-24,3167.94,3154.65,3173.53,3152.07,124085800.0,sh000001
94,2018-05-25,3148.41,3141.3,3156.73,3131.07,128610843.0,sh000001
95,2018-05-28,3136.81,3135.08,3149.66,3115.96,128755918.0,sh000001
96,2018-05-29,3129.62,3120.46,3143.21,3112.15,135717800.0,sh000001
97,2018-05-30,3081.14,3041.44,3085.4,3041.0,155115126.0,sh000001
98,2018-05-31,3061.83,3095.47,3098.08,3054.27,140475532.0,sh000001
99,2018-06-01,3084.75,3075.14,3102.09,3059.79,129872199.0,sh000001
100,2018-06-04,3083.43,3091.19,3098.4,3076.99,114593902.0,sh000001
101,2018-06-05,3088.01,3114.21,3114.77,3080.05,118735592.0,sh000001
102,2018-06-06,3109.17,3115.18,3117.53,3103.53,120196135.0,sh000001
103,2018-06-07,3121.18,3109.5,3128.72,3105.58,127784970.0,sh000001
104,2018-06-08,3100.6,3067.15,3100.68,3053.29,134688220.0,sh000001
105,2018-06-11,3057.34,3052.78,3063.61,3037.91,108563786.0,sh000001
106,2018-06-12,3053.03,3079.8,3081.45,3034.1,113275096.0,sh000001
107,2018-06-13,3071.46,3049.8,3071.46,3044.12,119607886.0,sh000001
108,2018-06-14,3038.07,3044.16,3066.05,3032.41,115469487.0,sh000001
109,2018-06-15,3037.45,3021.9,3048.8,3008.73,144532571.0,sh000001
110,2018-06-19,2982.65,2907.82,2984.97,2871.35,230550067.0,sh000001
111,2018-06-20,2889.98,2915.73,2925.56,2872.16,144301420.0,sh000001
112,2018-06-21,2912.0,2875.81,2940.59,2872.62,154378332.0,sh000001
113,2018-06-22,2855.58,2889.76,2891.97,2837.14,126143129.0,sh000001
114,2018-06-25,2903.45,2859.34,2908.62,2857.87,121917687.0,sh000001
115,2018-06-26,2829.99,2844.51,2850.24,2803.79,125918468.0,sh000001
116,2018-06-27,2842.4,2813.18,2854.26,2798.8,129420833.0,sh000001
117,2018-06-28,2799.9,2786.9,2825.99,2782.45,118357907.0,sh000001
118,2018-06-29,2789.81,2847.42,2848.37,2782.38,125671685.0,sh000001
119,2018-07-02,2841.58,2775.56,2845.68,2756.81,137035034.0,sh000001
120,2018-07-03,2774.57,2786.89,2786.89,2722.45,142498466.0,sh000001
121,2018-07-04,2776.63,2759.13,2793.18,2754.16,123262181.0,sh000001
122,2018-07-05,2755.34,2733.88,2777.52,2727.94,129226112.0,sh000001
123,2018-07-06,2731.35,2747.23,2768.87,2691.02,136294380.0,sh000001
124,2018-07-09,2752.45,2815.11,2815.79,2752.45,121549309.0,sh000001
125,2018-07-10,2819.71,2827.63,2828.49,2800.62,117062748.0,sh000001
126,2018-07-11,2780.7,2777.77,2794.36,2752.44,126821149.0,sh000001
127,2018-07-12,2771.04,2837.66,2844.19,2771.04,146980200.0,sh000001
128,2018-07-13,2831.43,2831.18,2835.46,2818.85,117689348.0,sh000001
129,2018-07-16,2827.08,2814.04,2837.51,2804.49,107767151.0,sh000001
130,2018-07-17,2806.89,2798.13,2806.92,2774.76,105409220.0,sh000001
131,2018-07-18,2801.78,2787.26,2818.4,2786.04,120961165.0,sh000001
132,2018-07-19,2791.02,2772.55,2805.01,2764.49,114486493.0,sh000001
133,2018-07-20,2769.75,2829.27,2837.86,2753.84,145907688.0,sh000001
134,2018-07-23,2815.2,2859.54,2863.57,2809.62,173382797.0,sh000001
135,2018-07-24,2862.27,2905.56,2911.46,2862.27,229578307.0,sh000001
136,2018-07-25,2911.45,2903.65,2912.31,2894.04,167800207.0,sh000001
137,2018-07-26,2905.79,2882.23,2915.3,2875.7,168428202.0,sh000001
138,2018-07-27,2879.69,2873.59,2889.69,2864.11,146371610.0,sh000001
139,2018-07-30,2871.94,2869.05,2896.01,2850.3,151652249.0,sh000001
140,2018-07-31,2866.9,2876.4,2884.68,2854.32,118931117.0,sh000001
141,2018-08-01,2882.51,2824.53,2897.4,2823.93,149514348.0,sh000001
142,2018-08-02,2815.34,2768.02,2815.34,2726.48,174179003.0,sh000001
143,2018-08-03,2763.4,2740.44,2777.66,2740.43,127006363.0,sh000001
144,2018-08-06,2736.53,2705.16,2760.47,2692.32,129753058.0,sh000001
145,2018-08-07,2711.74,2779.37,2779.37,2696.04,149579743.0,sh000001
146,2018-08-08,2771.13,2744.07,2779.91,2741.07,147688715.0,sh000001
147,2018-08-09,2729.58,2794.38,2801.66,2726.22,151660333.0,sh000001
148,2018-08-10,2791.4,2795.31,2806.11,2777.51,121532232.0,sh000001
149,2018-08-13,2769.02,2785.87,2789.8,2742.56,127532241.0,sh000001
150,2018-08-14,2780.74,2780.96,2789.44,2766.57,109571077.0,sh000001
151,2018-08-15,2777.25,2723.26,2777.7,2721.24,116161787.0,sh000001
152,2018-08-16,2691.43,2705.19,2732.95,2672.74,120277878.0,sh000001
153,2018-08-17,2723.89,2668.97,2730.33,2665.59,112445294.0,sh000001
154,2018-08-20,2673.07,2698.47,2698.47,2653.11,110784164.0,sh000001
155,2018-08-21,2700.34,2733.83,2739.17,2696.29,113586839.0,sh000001
156,2018-08-22,2731.96,2714.61,2731.96,2709.06,93664640.0,sh000001
157,2018-08-23,2714.87,2724.62,2736.01,2700.8,98446470.0,sh000001
158,2018-08-24,2717.08,2729.43,2748.82,2705.32,100516269.0,sh000001
159,2018-08-27,2736.32,2780.9,2780.9,2736.32,132762578.0,sh000001
160,2018-08-28,2782.29,2777.98,2791.39,2769.4,118749367.0,sh000001
161,2018-08-29,2774.86,2769.29,2778.54,2762.35,100156929.0,sh000001
162,2018-08-30,2769.33,2737.74,2780.53,2736.35,106060943.0,sh000001
163,2018-08-31,2730.11,2725.25,2744.63,2710.54,109758742.0,sh000001
164,2018-09-03,2716.4,2720.73,2722.85,2692.36,102213011.0,sh000001
165,2018-09-04,2720.65,2750.58,2756.61,2712.38,109010307.0,sh000001
166,2018-09-05,2741.38,2704.34,2745.47,2704.34,105002269.0,sh000001
167,2018-09-06,2697.58,2691.59,2719.41,2683.74,99017833.0,sh000001
168,2018-09-07,2696.68,2702.3,2728.55,2683.72,107523293.0,sh000001
169,2018-09-10,2698.01,2669.48,2703.43,2667.32,103559170.0,sh000001
170,2018-09-11,2668.49,2664.8,2680.57,2652.7,99865946.0,sh000001
171,2018-09-12,2659.74,2656.11,2672.07,2647.17,90026758.0,sh000001
172,2018-09-13,2679.21,2686.58,2689.06,2653.19,107335014.0,sh000001
173,2018-09-14,2688.78,2681.64,2694.92,2675.29,100005008.0,sh000001
174,2018-09-17,2671.29,2651.79,2671.29,2647.92,88238888.0,sh000001
175,2018-09-18,2644.3,2699.95,2700.19,2644.3,115767993.0,sh000001
176,2018-09-19,2694.8,2730.85,2746.08,2690.99,141550318.0,sh000001
177,2018-09-20,2732.17,2729.24,2743.96,2724.08,111387463.0,sh000001
178,2018-09-21,2733.87,2797.48,2797.49,2722.03,158016642.0,sh000001
179,2018-09-25,2775.07,2781.14,2790.03,2771.16,111983179.0,sh000001
180,2018-09-26,2785.32,2806.81,2827.34,2783.34,139567706.0,sh000001
181,2018-09-27,2805.79,2791.77,2810.51,2786.32,123997696.0,sh000001
182,2018-09-28,2794.26,2821.35,2821.76,2791.84,134290456.0,sh000001
183,2018-10-08,2768.21,2716.51,2771.94,2710.18,149501388.0,sh000001
184,2018-10-09,2713.73,2721.01,2734.31,2711.2,116771899.0,sh000001
185,2018-10-10,2723.72,2725.84,2743.55,2703.06,113485736.0,sh000001
186,2018-10-11,2643.07,2583.46,2661.29,2560.32,197150702.0,sh000001
187,2018-10-12,2574.04,2606.91,2615.92,2536.67,170081635.0,sh000001
188,2018-10-15,2605.91,2568.1,2611.97,2564.74,118576197.0,sh000001
189,2018-10-16,2567.76,2546.33,2597.72,2536.44,119419144.0,sh000001
190,2018-10-17,2574.31,2561.61,2582.55,2517.57,129953997.0,sh000001
191,2018-10-18,2544.91,2486.42,2544.91,2485.62,125428513.0,sh000001
192,2018-10-19,2460.08,2550.47,2553.39,2449.2,147323558.0,sh000001
193,2018-10-22,2565.64,2654.88,2675.41,2565.64,211888449.0,sh000001
194,2018-10-23,2652.65,2594.83,2659.81,2583.26,178343543.0,sh000001
195,2018-10-24,2579.97,2603.3,2640.4,2577.77,160060407.0,sh000001
196,2018-10-25,2540.93,2603.8,2606.1,2531.53,162032979.0,sh000001
197,2018-10-26,2610.9,2598.85,2626.12,2580.85,158936119.0,sh000001
198,2018-10-29,2593.59,2542.1,2595.54,2529.19,134241923.0,sh000001
199,2018-10-30,2538.57,2568.05,2586.92,2521.78,166682309.0,sh000001
200,2018-10-31,2573.01,2602.78,2612.92,2567.03,180550348.0,sh000001
201,2018-11-01,2617.03,2606.24,2636.8,2603.65,200903932.0,sh000001
202,2018-11-02,2649.25,2676.48,2676.48,2628.87,225026921.0,sh000001
203,2018-11-05,2665.43,2665.43,2673.19,2639.27,193760100.0,sh000001
204,2018-11-06,2660.72,2659.36,2660.86,2635.32,163669479.0,sh000001
205,2018-11-07,2659.84,2641.34,2675.68,2639.25,173201986.0,sh000001
206,2018-11-08,2660.09,2635.63,2662.37,2632.3,159635487.0,sh000001
207,2018-11-09,2621.24,2598.87,2621.24,2598.16,152446307.0,sh000001
208,2018-11-12,2593.2,2630.52,2631.17,2590.21,175031308.0,sh000001
209,2018-11-13,2600.5,2654.88,2666.49,2597.35,249282447.0,sh000001
210,2018-11-14,2648.31,2632.24,2658.31,2627.96,238449351.0,sh000001
211,2018-11-15,2632.14,2668.17,2668.17,2631.89,207848721.0,sh000001
212,2018-11-16,2669.78,2679.11,2695.57,2657.03,242198849.0,sh000001
213,2018-11-19,2681.9,2703.51,2703.51,2674.18,231662827.0,sh000001
214,2018-11-20,2684.29,2645.85,2690.83,2643.36,215891309.0,sh000001
215,2018-11-21,2619.82,2651.51,2653.8,2617.78,182596447.0,sh000001
216,2018-11-22,2655.9,2645.43,2658.0,2634.48,149309063.0,sh000001
217,2018-11-23,2640.67,2579.48,2642.04,2577.35,191474549.0,sh000001
218,2018-11-26,2580.84,2575.81,2595.0,2568.04,134314540.0,sh000001
219,2018-11-27,2585.83,2574.68,2592.54,2566.17,123658436.0,sh000001
220,2018-11-28,2575.45,2601.74,2601.96,2561.56,145963473.0,sh000001
221,2018-11-29,2613.78,2567.44,2617.55,2567.44,157168738.0,sh000001
222,2018-11-30,2564.56,2588.19,2590.21,2555.32,139329021.0,sh000001
223,2018-12-03,2647.13,2654.8,2665.3,2629.18,207478955.0,sh000001
224,2018-12-04,2651.56,2665.96,2666.08,2644.9,167940558.0,sh000001
225,2018-12-05,2629.83,2649.81,2660.39,2625.91,154502056.0,sh000001
226,2018-12-06,2629.82,2605.18,2633.68,2603.13,141661650.0,sh000001
227,2018-12-07,2609.34,2605.89,2614.58,2599.28,109074993.0,sh000001
228,2018-12-10,2589.19,2584.58,2599.76,2576.24,113199669.0,sh000001
229,2018-12-11,2587.01,2594.09,2596.15,2583.2,101304364.0,sh000001
230,2018-12-12,2608.11,2602.15,2610.01,2595.07,103518301.0,sh000001
231,2018-12-13,2607.14,2634.05,2645.84,2599.46,150738115.0,sh000001
232,2018-12-14,2627.28,2593.74,2629.16,2593.74,145942488.0,sh000001
233,2018-12-17,2587.26,2597.97,2598.97,2573.87,117363250.0,sh000001
234,2018-12-18,2583.63,2576.65,2599.15,2563.57,117033370.0,sh000001
235,2018-12-19,2578.68,2549.56,2579.87,2547.08,107661797.0,sh000001
236,2018-12-20,2544.51,2536.27,2554.86,2516.02,120566496.0,sh000001
237,2018-12-21,2526.55,2516.25,2527.42,2498.69,115671200.0,sh000001
238,2018-12-24,2506.74,2527.01,2529.44,2500.44,97339852.0,sh000001
239,2018-12-25,2503.95,2504.82,2513.96,2462.84,140670560.0,sh000001
240,2018-12-26,2501.12,2498.29,2513.83,2492.08,108799629.0,sh000001
241,2018-12-27,2527.72,2483.09,2532.0,2483.09,135406843.0,sh000001
242,2018-12-28,2483.62,2493.9,2505.11,2478.32,119245250.0,sh000001
243,2019-01-02,2497.88,2465.29,2500.28,2456.42,109932013.0,sh000001
244,2019-01-03,2461.78,2464.36,2488.48,2455.93,124397497.0,sh000001
245,2019-01-04,2446.02,2514.87,2515.32,2440.91,168877667.0,sh000001
246,2019-01-07,2528.7,2533.09,2536.98,2515.51,177305010.0,sh000001
247,2019-01-08,2530.3,2526.46,2531.34,2520.16,158099181.0,sh000001
248,2019-01-09,2536.42,2544.34,2574.41,2536.16,191887930.0,sh000001
249,2019-01-10,2543.85,2535.1,2551.83,2531.66,159874326.0,sh000001
250,2019-01-11,2539.55,2553.83,2554.79,2533.36,149444100.0,sh000001
251,2019-01-14,2553.33,2535.77,2556.29,2533.01,144825464.0,sh000001
252,2019-01-15,2537.37,2570.34,2571.5,2532.43,160265530.0,sh000001
253,2019-01-16,2569.07,2570.42,2574.24,2563.01,149301539.0,sh000001
254,2019-01-17,2573.58,2559.64,2582.56,2557.71,162468134.0,sh000001
255,2019-01-18,2567.74,2596.01,2598.88,2565.9,190767237.0,sh000001
256,2019-01-21,2599.06,2610.51,2618.98,2599.06,163425115.0,sh000001
257,2019-01-22,2609.64,2579.7,2609.64,2573.06,152537773.0,sh000001
258,2019-01-23,2575.26,2581.0,2589.51,2572.41,131426798.0,sh000001
259,2019-01-24,2584.65,2591.69,2597.29,2569.7,154042046.0,sh000001
260,2019-01-25,2596.26,2601.72,2617.0,2595.63,159394026.0,sh000001
261,2019-01-28,2615.71,2596.98,2630.32,2591.1,146981765.0,sh000001
262,2019-01-29,2592.35,2594.25,2601.74,2559.98,155581112.0,sh000001
263,2019-01-30,2584.75,2575.58,2598.81,2575.41,120502571.0,sh000001
264,2019-01-31,2581.33,2584.57,2606.63,2571.58,154303869.0,sh000001
265,2019-02-01,2597.78,2618.23,2618.48,2590.55,131986850.0,sh000001
266,2019-02-11,2613.17,2653.9,2654.1,2613.17,154898858.0,sh000001
267,2019-02-12,2654.03,2671.89,2674.48,2648.83,184101179.0,sh000001
268,2019-02-13,2674.52,2721.07,2727.07,2666.52,243794010.0,sh000001
269,2019-02-14,2715.54,2719.7,2729.46,2707.49,197037349.0,sh000001
270,2019-02-15,2712.79,2682.39,2715.63,2679.78,196004265.0,sh000001
271,2019-02-18,2699.82,2754.36,2754.36,2699.82,260436007.0,sh000001
272,2019-02-19,2759.5,2755.65,2780.78,2737.59,288046271.0,sh000001
273,2019-02-20,2761.06,2761.22,2767.41,2739.98,245972527.0,sh000001
274,2019-02-21,2759.94,2751.8,2794.01,2744.98,298649969.0,sh000001
275,2019-02-22,2749.46,2804.23,2804.23,2736.33,301481411.0,sh000001
276,2019-02-25,2838.39,2961.28,2961.8,2838.39,528658590.0,sh000001
277,2019-02-26,2969.1,2941.52,2995.68,2938.62,565557967.0,sh000001
278,2019-02-27,2939.93,2953.82,2997.49,2924.64,474976453.0,sh000001
279,2019-02-28,2950.05,2940.95,2965.3,2930.2,350206602.0,sh000001
280,2019-03-01,2954.4,2994.0,2994.0,2930.83,345786200.0,sh000001
281,2019-03-04,3015.94,3027.58,3090.8,3006.94,525649436.0,sh000001
282,2019-03-05,3019.88,3054.25,3054.96,3009.45,424142529.0,sh000001
283,2019-03-06,3060.43,3102.1,3103.83,3050.11,555006365.0,sh000001
284,2019-03-07,3103.67,3106.42,3129.94,3074.98,583817065.0,sh000001
285,2019-03-08,3038.34,2969.86,3075.05,2969.58,577855473.0,sh000001
286,2019-03-11,2969.08,3026.99,3028.25,2963.58,426213029.0,sh000001
287,2019-03-12,3049.08,3060.31,3093.39,3029.9,511173158.0,sh000001
288,2019-03-13,3062.33,3026.95,3065.29,3013.93,453214625.0,sh000001
289,2019-03-14,3013.6,2990.69,3041.16,2968.82,373141798.0,sh000001
290,2019-03-15,3000.88,3021.75,3048.12,2999.43,341206139.0,sh000001
291,2019-03-18,3027.8,3096.42,3096.42,3009.51,397797179.0,sh000001
292,2019-03-19,3099.9,3090.98,3113.43,3076.36,350908860.0,sh000001
293,2019-03-20,3084.17,3090.64,3102.52,3053.45,358557505.0,sh000001
294,2019-03-21,3094.12,3101.46,3125.02,3086.85,414251182.0,sh000001
295,2019-03-22,3100.73,3104.15,3107.28,3064.88,364848346.0,sh000001
296,2019-03-25,3058.8,3043.03,3087.0,3041.95,380278762.0,sh000001
297,2019-03-26,3057.56,2997.1,3062.69,2988.49,353498021.0,sh000001
298,2019-03-27,3012.26,3022.72,3022.76,2987.77,291390357.0,sh000001
299,2019-03-28,3009.8,2994.94,3025.78,2991.78,288106425.0,sh000001
300,2019-03-29,3000.68,3090.76,3093.03,2999.99,375082991.0,sh000001
301,2019-04-01,3111.66,3170.36,3176.62,3111.66,466124693.0,sh000001
302,2019-04-02,3183.27,3176.82,3193.27,3164.91,447068981.0,sh000001
303,2019-04-03,3159.15,3216.3,3219.26,3152.33,430548635.0,sh000001
304,2019-04-04,3233.69,3246.57,3254.14,3216.85,469117669.0,sh000001
305,2019-04-08,3271.27,3244.81,3288.45,3210.52,504518403.0,sh000001
306,2019-04-09,3240.39,3239.66,3251.65,3215.7,364169997.0,sh000001
307,2019-04-10,3224.65,3241.93,3264.78,3204.88,380134408.0,sh000001
308,2019-04-11,3241.55,3189.96,3254.13,3185.55,353031879.0,sh000001
309,2019-04-12,3184.86,3188.63,3199.28,3168.04,289788996.0,sh000001
310,2019-04-15,3233.46,3177.79,3253.98,3177.27,348809785.0,sh000001
311,2019-04-16,3164.4,3253.6,3253.6,3153.21,357918752.0,sh000001
312,2019-04-17,3250.15,3263.12,3275.33,3239.8,357541796.0,sh000001
313,2019-04-18,3261.07,3250.2,3271.39,3241.83,325539942.0,sh000001
314,2019-04-19,3250.15,3270.8,3274.33,3226.81,315198004.0,sh000001
315,2019-04-22,3278.49,3215.04,3279.49,3206.88,353217387.0,sh000001
316,2019-04-23,3211.87,3198.59,3231.58,3186.76,328361207.0,sh000001
317,2019-04-24,3203.56,3201.61,3210.65,3156.61,274872164.0,sh000001
318,2019-04-25,3190.59,3123.83,3193.75,3123.03,325879129.0,sh000001
319,2019-04-26,3108.16,3086.4,3129.21,3085.8,280873854.0,sh000001
320,2019-04-29,3090.63,3062.5,3107.76,3050.03,292114886.0,sh000001
321,2019-04-30,3052.62,3078.34,3088.41,3052.62,222302517.0,sh000001
322,2019-05-06,2984.73,2906.46,2986.54,2876.47,326972269.0,sh000001
323,2019-05-07,2914.29,2926.39,2937.28,2889.07,253281769.0,sh000001
324,2019-05-08,2873.14,2893.76,2929.43,2866.7,231530519.0,sh000001
325,2019-05-09,2871.2,2850.95,2888.86,2845.04,200041133.0,sh000001
326,2019-05-10,2878.23,2939.21,2941.45,2838.38,282306808.0,sh000001
327,2019-05-13,2905.07,2903.71,2921.41,2892.17,212029882.0,sh000001
328,2019-05-14,2872.83,2883.61,2909.2,2872.83,208345353.0,sh000001
329,2019-05-15,2902.64,2938.68,2945.39,2902.64,230519701.0,sh000001
330,2019-05-16,2933.5,2955.71,2956.17,2929.06,248385701.0,sh000001
331,2019-05-17,2955.77,2882.3,2956.78,2873.8,266301643.0,sh000001
332,2019-05-20,2874.8,2870.6,2882.63,2838.45,209472442.0,sh000001
333,2019-05-21,2867.71,2905.97,2919.24,2862.5,211387022.0,sh000001
334,2019-05-22,2905.52,2891.7,2912.4,2879.64,200026905.0,sh000001
335,2019-05-23,2880.84,2852.52,2885.14,2846.96,197340309.0,sh000001
336,2019-05-24,2847.84,2852.99,2871.86,2846.02,167205490.0,sh000001
337,2019-05-27,2851.28,2892.38,2898.13,2833.04,196720902.0,sh000001
338,2019-05-28,2890.27,2909.91,2924.04,2887.08,223310557.0,sh000001
339,2019-05-29,2894.83,2914.7,2934.98,2890.66,198958821.0,sh000001
340,2019-05-30,2903.42,2905.81,2907.85,2881.38,205758789.0,sh000001
341,2019-05-31,2904.5,2898.7,2922.91,2895.58,195230580.0,sh000001
342,2019-06-03,2901.74,2890.08,2920.83,2875.9,215943554.0,sh000001
343,2019-06-04,2887.64,2862.28,2888.39,2851.97,188463541.0,sh000001
344,2019-06-05,2882.94,2861.42,2888.77,2858.57,181561047.0,sh000001
345,2019-06-06,2862.33,2827.8,2862.33,2822.19,177064411.0,sh000001
346,2019-06-10,2833.01,2852.13,2861.13,2824.36,166585918.0,sh000001
347,2019-06-11,2854.07,2925.72,2927.43,2854.07,260525796.0,sh000001
348,2019-06-12,2917.22,2909.38,2924.7,2903.88,240255775.0,sh000001
349,2019-06-13,2905.29,2910.74,2918.42,2885.92,212957791.0,sh000001
350,2019-06-14,2913.0,2881.97,2924.32,2879.66,215435796.0,sh000001
351,2019-06-17,2880.42,2887.62,2902.48,2877.39,153964960.0,sh000001
352,2019-06-18,2891.09,2890.16,2898.33,2874.31,147705320.0,sh000001
353,2019-06-19,2944.12,2917.8,2953.34,2916.21,230756973.0,sh000001
354,2019-06-20,2917.33,2987.12,2997.39,2915.09,291011537.0,sh000001
355,2019-06-21,2990.37,3001.98,3010.35,2989.25,286973835.0,sh000001
356,2019-06-24,3004.29,3008.15,3012.83,2994.42,210493894.0,sh000001
357,2019-06-25,3004.91,2982.07,3004.91,2948.99,243699244.0,sh000001
358,2019-06-26,2964.62,2976.28,2986.91,2958.46,174449533.0,sh000001
359,2019-06-27,2982.61,2996.79,3011.54,2981.04,195397049.0,sh000001
360,2019-06-28,2992.24,2978.88,2992.24,2961.22,181431523.0,sh000001
361,2019-07-01,3024.62,3044.9,3045.37,3014.69,250840433.0,sh000001
362,2019-07-02,3042.58,3043.94,3048.48,3033.78,214520624.0,sh000001
363,2019-07-03,3031.83,3015.26,3031.83,3006.32,212296173.0,sh000001
364,2019-07-04,3015.68,3005.25,3024.5,2991.91,194415133.0,sh000001
365,2019-07-05,3004.74,3011.06,3014.85,2990.92,156755429.0,sh000001
366,2019-07-08,2997.81,2933.36,2997.81,2918.72,211541268.0,sh000001
367,2019-07-09,2928.82,2928.23,2937.76,2912.81,145110604.0,sh000001
368,2019-07-10,2935.19,2915.3,2936.75,2908.16,135483538.0,sh000001
369,2019-07-11,2928.06,2917.76,2945.8,2907.89,143692522.0,sh000001
370,2019-07-12,2915.34,2930.55,2938.53,2905.81,137794759.0,sh000001
371,2019-07-15,2921.55,2942.19,2955.0,2886.7,167643397.0,sh000001
372,2019-07-16,2938.64,2937.62,2944.82,2931.29,131811751.0,sh000001
373,2019-07-17,2933.02,2931.69,2942.07,2924.46,149631616.0,sh000001
374,2019-07-18,2921.74,2901.18,2921.74,2901.18,149888828.0,sh000001
375,2019-07-19,2909.68,2924.2,2939.6,2909.68,149469553.0,sh000001
376,2019-07-22,2925.79,2886.97,2927.16,2879.69,180674960.0,sh000001
377,2019-07-23,2886.9,2899.94,2901.36,2883.05,129310508.0,sh000001
378,2019-07-24,2907.93,2923.28,2936.45,2907.79,155245762.0,sh000001
379,2019-07-25,2923.19,2937.36,2937.36,2916.15,145684385.0,sh000001
380,2019-07-26,2928.06,2944.54,2948.33,2924.45,139343388.0,sh000001
381,2019-07-29,2943.92,2941.01,2948.47,2932.98,127991846.0,sh000001
382,2019-07-30,2946.26,2952.34,2965.63,2946.26,148316462.0,sh000001
383,2019-07-31,2944.4,2932.51,2944.4,2926.49,141052348.0,sh000001
384,2019-08-01,2920.85,2908.77,2927.34,2901.75,142389813.0,sh000001
385,2019-08-02,2861.33,2867.84,2872.47,2851.44,184888443.0,sh000001
386,2019-08-05,2854.58,2821.5,2863.69,2821.5,167419423.0,sh000001
387,2019-08-06,2776.99,2777.56,2787.42,2733.92,231123727.0,sh000001
388,2019-08-07,2789.02,2768.68,2792.69,2768.68,157716752.0,sh000001
389,2019-08-08,2784.18,2794.55,2799.69,2782.24,149539564.0,sh000001
390,2019-08-09,2805.59,2774.75,2808.33,2770.48,148240293.0,sh000001
391,2019-08-12,2781.98,2814.99,2814.99,2776.62,131563433.0,sh000001
392,2019-08-13,2798.05,2797.26,2802.04,2790.61,130916505.0,sh000001
393,2019-08-14,2824.49,2808.91,2829.89,2807.72,144014641.0,sh000001
394,2019-08-15,2762.34,2815.8,2815.9,2756.83,152772152.0,sh000001
395,2019-08-16,2817.57,2823.82,2840.32,2811.8,148582344.0,sh000001
396,2019-08-19,2835.52,2883.1,2883.1,2829.85,214546668.0,sh000001
397,2019-08-20,2879.08,2880.0,2892.08,2875.0,189677206.0,sh000001
398,2019-08-21,2875.47,2880.33,2885.59,2872.56,159019665.0,sh000001
399,2019-08-22,2887.66,2883.44,2888.5,2867.55,149206215.0,sh000001
400,2019-08-23,2885.15,2897.43,2902.46,2878.74,159156826.0,sh000001
401,2019-08-26,2851.02,2863.57,2870.49,2849.24,169895363.0,sh000001
402,2019-08-27,2879.52,2902.19,2919.64,2879.41,208141794.0,sh000001
403,2019-08-28,2901.63,2893.76,2905.44,2887.01,183097903.0,sh000001
404,2019-08-29,2896.0,2890.92,2898.6,2878.59,178613082.0,sh000001
405,2019-08-30,2907.38,2886.24,2914.58,2874.1,193959951.0,sh000001
406,2019-09-02,2886.94,2924.11,2928.48,2883.68,202786807.0,sh000001
407,2019-09-03,2925.94,2930.15,2930.15,2915.2,189001216.0,sh000001
408,2019-09-04,2927.75,2957.41,2957.41,2925.88,225495907.0,sh000001
